host_since,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,availability_90,Commercial,resp_rate
2016,4,1,2,2,NA,200,NA,NA,0,50,2,1125,1,No,100
2017,1,1,1,1,NA,49,NA,NA,100,50,20,30,0,No,90
2017,2,1,1,2,NA,48,NA,NA,0,0,1,7,6,Yes,100
2017,6,1,1,2,NA,158,NA,NA,200,50,1,1125,3,No,80
2017,1,1,1,1,NA,100,NA,NA,NA,NA,1,1125,0,No,NA
2016,6,1,2,2,NA,155,NA,NA,200,100,1,1125,3,Yes,90
2013,2,1,1,2,NA,130,NA,NA,100,60,2,120,55,No,100
2015,4,1,1,1,NA,116,NA,NA,0,120,3,8,0,No,NA
2013,1,1.5,1,1,NA,100,NA,NA,0,10,1,1125,0,No,NA
2016,2,1,1,1,NA,50,NA,NA,NA,NA,2,14,0,No,NA
2016,4,1,2,2,NA,125,NA,NA,0,30,2,1125,0,No,100
2017,1,1,1,1,NA,120,NA,NA,NA,NA,1,1125,0,No,NA
2013,2,1,1,1,NA,100,NA,NA,NA,NA,3,1125,0,No,NA
2015,6,1,2,3,NA,10,NA,NA,100,150,1,1125,0,Yes,100
2017,3,1.5,1,2,NA,90,NA,NA,150,35,1,1125,42,Yes,95
2017,3,1.5,1,2,NA,90,NA,NA,150,35,1,1125,45,Yes,95
2011,3,1,1,2,NA,100,NA,NA,0,50,3,1125,0,No,100
2016,4,2,2,4,NA,700,NA,NA,1000,200,1,1125,90,Yes,81
2013,5,2,3,3,NA,558,NA,NA,0,100,10,1125,90,Yes,97
2009,2,1,1,1,NA,285,NA,NA,0,150,30,1125,89,Yes,76
2016,2,1.5,1,1,NA,45,NA,NA,NA,NA,31,1125,89,No,100
2012,2,1,1,1,NA,125,NA,NA,NA,15,2,7,0,No,100
2011,6,1,3,3,NA,400,NA,NA,500,130,2,1124,47,Yes,100
2014,4,1,2,2,NA,699,NA,NA,400,109,2,1124,80,Yes,99
2014,8,2,4,4,NA,299,NA,NA,400,191,2,1124,68,Yes,99
2014,4,1,2,2,NA,249,NA,NA,400,108,2,1124,87,Yes,99
2013,6,2.5,3,4,NA,500,NA,NA,NA,NA,2,7,0,No,NA
2016,3,1,0,1,NA,209,NA,NA,0,100,1,1125,90,Yes,88
2014,4,1,2,2,NA,249,NA,NA,400,109,2,1124,81,Yes,99
2017,1,1.5,1,1,NA,40,NA,NA,150,35,1,1125,43,Yes,95
2016,3,1,0,1,NA,130,NA,NA,0,100,5,1125,34,Yes,88
2014,1,1,1,1,NA,75,NA,NA,300,70,1,1125,2,Yes,100
2010,2,1,1,1,NA,75,NA,NA,100,NA,3,21,0,No,NA
2014,4,1,2,2,NA,699,NA,NA,400,111,2,1124,6,Yes,99
2014,4,1,2,2,NA,189,NA,NA,400,109,2,1124,67,Yes,99
2016,4,2,2,2,NA,185,NA,NA,NA,100,2,366,33,Yes,96
2017,4,1.5,2,2,NA,395,NA,NA,NA,NA,14,14,0,No,NA
2014,8,3,3,4,NA,249,NA,NA,250,0,1,30,14,No,75
2014,1,1,1,1,NA,70,NA,NA,300,70,1,1125,2,Yes,100
2014,2,1,0,1,NA,130,NA,NA,0,25,1,1125,0,No,NA
2016,1,2,1,1,NA,50,NA,NA,120,42,1,1125,48,Yes,100
2016,2,2,1,1,NA,44,NA,NA,120,48,1,180,0,Yes,100
2017,4,2,1,2,NA,35,NA,NA,100,37,1,30,68,Yes,100
2012,4,1,2,2,NA,200,NA,NA,250,80,2,1125,0,No,100
2017,2,1,1,1,NA,200,NA,NA,0,10,2,1124,0,No,100
2012,6,1,3,3,NA,149,NA,NA,0,99,1,1125,43,Yes,99
2015,2,1,1,1,NA,63,NA,NA,0,10,1,1125,2,No,100
2015,2,1,1,1,NA,63,NA,NA,0,10,1,1125,0,No,100
2012,8,2,3,4,NA,120,NA,NA,600,150,1,90,77,Yes,100
2016,2,2,1,1,NA,55,NA,NA,120,45,1,180,48,Yes,100
2015,3,1,1,2,NA,129,NA,NA,0,100,3,1125,89,Yes,97
2015,3,1,1,2,NA,125,NA,NA,0,100,5,1125,89,Yes,97
2016,3,1,1,2,NA,149,NA,NA,0,100,10,1125,89,Yes,88
2017,5,1,2,2,NA,399,NA,NA,500,120,1,1125,66,No,100
2017,2,1,1,1,NA,95,NA,NA,100,50,1,30,5,Yes,100
2016,3,1,1,1,NA,145,NA,NA,0,100,10,1125,88,Yes,88
2016,3,1,1,1,NA,147,NA,NA,0,100,10,1125,89,Yes,88
2017,1,1,0,1,NA,108,NA,NA,NA,NA,2,2,0,No,NA
2015,3,2,0,1,NA,175,NA,NA,0,100,3,1125,87,Yes,97
2015,5,2,2,3,NA,181,NA,NA,0,100,3,1125,87,Yes,97
2016,5,2,2,3,NA,271,NA,NA,0,100,3,1125,76,Yes,88
2016,5,2,2,3,NA,175,NA,NA,0,100,3,1125,84,Yes,88
2015,2,1,0,2,NA,62,NA,NA,NA,NA,3,20,0,No,NA
2017,1,1,0,1,NA,37,NA,NA,NA,NA,1,3,0,No,NA
2016,6,2,2,3,NA,175,NA,NA,0,50,2,1125,59,Yes,100
2017,8,3.5,4,5,NA,600,NA,NA,500,180,2,1125,37,No,100
2009,2,1,0,1,NA,275,NA,NA,0,150,4,1125,90,Yes,76
2013,4,2,2,2,NA,148,NA,NA,250,40,2,7,0,No,100
2015,8,2,4,4,NA,345,NA,NA,100,125,3,29,24,Yes,96
2017,3,1.5,1,2,NA,60,NA,NA,150,35,1,29,54,Yes,95
2013,7,3,3,4,NA,999,NA,NA,0,199,1,1125,38,Yes,98
2014,2,1,0,1,NA,140,NA,NA,0,80,5,90,17,No,50
2016,2,1,1,1,NA,125,NA,NA,0,5,2,5,48,No,100
2015,2,1,1,1,NA,90,NA,NA,0,0,2,10,52,No,92
2015,2,1,1,1,NA,100,NA,NA,NA,NA,1,1125,0,No,NA
2016,6,1.5,2,3,NA,375,NA,NA,0,125,1,1125,0,No,NA
2015,4,1,0,2,NA,150,NA,NA,0,30,2,1125,0,Yes,100
2017,2,1,1,1,NA,175,NA,NA,0,35,2,7,63,No,100
2014,2,1,1,1,NA,90,NA,NA,200,25,1,1125,56,No,100
2016,3,1,1,2,NA,127,NA,NA,0,65,2,100,5,Yes,98
2015,4,1,2,2,NA,275,NA,NA,0,100,2,4,22,No,100
2016,2,1,1,1,NA,95,NA,NA,NA,NA,1,2,0,No,NA
2015,2,1,1,1,NA,46,NA,NA,150,40,1,10,37,No,100
2017,2,1,1,1,NA,85,NA,NA,0,20,1,1,51,Yes,100
2014,2,1,1,1,NA,158,NA,NA,250,60,1,1125,9,Yes,91
2015,3,1,0,1,NA,119,NA,NA,0,100,3,1125,0,Yes,97
2015,3,1,0,1,NA,122,NA,NA,0,100,3,1125,0,Yes,97
2015,3,1,0,1,NA,125,NA,NA,0,100,3,1125,0,Yes,97
2015,3,1,1,1,NA,130,NA,NA,0,100,3,1125,0,Yes,97
2015,3,1,1,1,NA,132,NA,NA,NA,NA,3,1125,0,Yes,97
2015,3,1,1,1,NA,135,NA,NA,0,100,3,1125,0,Yes,97
2015,5,2,2,1,NA,170,NA,NA,0,100,3,1125,0,Yes,97
2015,5,2,2,1,NA,175,NA,NA,0,100,3,1125,0,Yes,97
2015,2,1,1,1,NA,100,NA,NA,100,0,2,1125,0,Yes,NA
2017,4,1,0,2,NA,39,NA,NA,0,9,1,10,4,No,96
2015,16,3.5,5,10,NA,650,NA,NA,1000,250,2,28,30,No,100
2017,1,1,1,1,NA,150,NA,NA,NA,NA,1,1125,59,No,100
2015,1,1,1,1,NA,60,NA,NA,0,20,1,1125,0,No,100
2016,1,1,1,1,NA,70,NA,NA,NA,NA,1,7,0,No,NA
2017,6,2,2,3,NA,199,NA,NA,150,75,1,60,58,No,100
2013,5,1,2,3,NA,429,NA,NA,0,119,1,1125,44,Yes,100
2017,4,1,1,1,NA,188,NA,NA,500,80,1,1125,0,No,NA
2013,2,1,0,2,NA,207,NA,NA,0,100,7,1125,90,Yes,97
2014,6,1,2,2,NA,175,NA,NA,300,75,1,1124,57,Yes,99
2017,2,2,1,1,NA,30,NA,NA,100,27,1,30,53,Yes,100
2014,4,1,2,2,NA,179,NA,NA,400,109,2,1124,19,Yes,99
2017,1,1,1,1,NA,100,NA,NA,300,60,2,1125,0,No,100
2017,4,1,2,2,NA,300,NA,NA,250,75,1,14,8,No,90
2015,4,1,2,2,NA,200,NA,NA,0,70,2,14,5,No,100
2017,2,1,1,1,NA,75,NA,NA,200,45,3,1125,8,No,100
2016,2,1,1,1,NA,135,NA,NA,0,45,2,1124,50,No,100
2015,5,1,2,2,NA,109,NA,NA,NA,40,2,1125,28,No,100
2014,3,1,1,2,NA,99,NA,NA,200,60,1,1124,79,Yes,99
2015,4,1,2,2,NA,299,NA,NA,0,100,2,90,10,No,100
2016,1,1,1,1,NA,90,NA,NA,0,45,2,1124,55,No,100
2017,2,1,1,1,NA,69,NA,NA,100,50,4,90,0,No,90
2015,2,1,1,1,NA,110,NA,NA,NA,NA,3,10,0,No,NA
2017,1,1,1,1,NA,40,NA,NA,NA,NA,1,1125,0,No,NA
2016,1,1,1,1,NA,55,NA,NA,NA,NA,7,60,1,No,83
2014,6,1,3,3,NA,299,NA,NA,250,135,2,31,17,No,100
2015,2,1,1,1,NA,80,NA,NA,0,20,1,4,0,No,100
2015,6,1,2,3,NA,225,NA,NA,500,135,2,1124,26,Yes,100
2017,2,1,1,2,NA,88,NA,NA,100,52,1,30,4,Yes,100
2017,2,1,1,1,NA,21,NA,NA,NA,NA,7,27,0,No,NA
2014,4,1,1,2,NA,149,NA,NA,200,55,1,1124,61,Yes,99
2016,5,1,2,4,NA,147,NA,NA,250,150,1,1125,0,Yes,100
2013,3,1,1,2,NA,293,NA,NA,0,100,7,1125,90,Yes,97
2016,5,2,2,3,NA,119,NA,NA,100,70,2,1125,11,Yes,90
2017,1,1,1,1,NA,200,NA,NA,NA,NA,1,7,90,No,NA
2016,6,2,2,3,NA,159,NA,NA,100,70,2,1125,18,Yes,90
2013,10,3,5,5,NA,300,NA,NA,500,150,3,31,14,Yes,100
2017,4,1,1,1,NA,150,NA,NA,NA,35,1,1125,28,Yes,100
2016,6,1,3,3,NA,250,NA,NA,0,60,1,1125,89,Yes,100
2015,3,1,1,1,NA,195,NA,NA,350,80,2,75,31,No,100
2016,2,1,1,1,NA,298,NA,NA,NA,NA,2,14,47,No,100
2011,2,1,1,1,NA,99,NA,NA,NA,NA,30,1125,0,Yes,100
2016,4,1,1,3,NA,169,NA,NA,100,70,1,1125,10,Yes,99
2017,2,1,1,1,NA,40,NA,NA,NA,NA,3,29,52,No,100
2015,2,1,1,1,NA,58,NA,NA,300,19,1,1125,0,Yes,100
2015,2,1,1,2,NA,59,NA,NA,100,39,1,1125,6,Yes,100
2016,7,1,3,3,NA,155,NA,NA,500,75,2,14,75,No,100
2013,3,1,1,1,NA,130,NA,NA,NA,15,1,10,0,No,NA
2011,3,1,1,1,NA,167,NA,NA,0,35,1,1125,66,Yes,99
2014,4,1,1,2,NA,182,NA,NA,100,100,2,14,15,No,100
2017,3,1,1,1,NA,110,NA,NA,0,30,3,15,0,No,100
2011,5,1,2,3,NA,137,NA,NA,0,35,1,1125,53,Yes,99
2011,1,1,0,1,NA,1000,NA,NA,NA,NA,1,90,0,No,NA
2015,5,1,1,3,NA,0,NA,NA,100,0,3,1125,0,Yes,NA
2016,2,2,1,2,NA,60,NA,NA,180,55,1,360,3,Yes,100
2017,2,1,0,1,NA,140,NA,NA,0,55,1,9,39,No,100
2016,2,1,1,1,NA,160,NA,NA,200,50,2,1125,5,No,100
2016,3,1,1,1,NA,157,NA,NA,150,20,1,6,0,No,100
2014,2,1,2,1,NA,0,NA,NA,0,5,1,1125,78,No,90
2014,4,1,2,2,NA,100,NA,NA,250,50,2,7,0,No,NA
2017,4,1,1,1,NA,250,NA,NA,150,150,1,10,16,No,100
2015,2,1,1,2,NA,179,NA,NA,0,50,1,1125,3,No,100
2016,1,1,1,1,NA,35,NA,NA,100,15,1,120,5,Yes,100
2017,2,1,1,1,NA,65,NA,NA,NA,15,1,1125,0,No,NA
2011,5,1,2,3,NA,100,NA,NA,0,40,1,1125,15,Yes,99
2015,2,1,0,1,NA,145,NA,NA,0,95,3,1124,26,Yes,100
2016,4,1,1,1,NA,400,NA,NA,NA,NA,3,7,0,No,NA
2015,8,1,2,4,NA,225,NA,NA,0,95,2,1124,62,Yes,100
2015,8,1,2,4,NA,225,NA,NA,0,95,2,1124,72,Yes,100
2015,8,1,2,4,NA,345,NA,NA,0,95,2,1124,72,Yes,100
2017,5,1,1,2,NA,130,NA,NA,100,40,2,15,0,No,67
2016,1,1,1,1,NA,35,NA,NA,NA,NA,10,15,0,No,NA
2015,3,2,1,1,NA,0,NA,NA,150,35,1,1125,24,Yes,100
2015,2,1,0,1,NA,125,NA,NA,0,100,2,1125,81,Yes,97
2015,5,1,2,3,NA,173,NA,NA,0,100,2,1125,81,Yes,97
2015,5,2,2,3,NA,175,NA,NA,0,100,3,1125,85,Yes,97
2016,5,2,3,3,NA,319,NA,NA,0,100,3,1125,70,Yes,88
2015,7,2,3,4,NA,349,NA,NA,0,100,2,1125,87,Yes,97
2015,7,2,3,4,NA,349,NA,NA,0,100,2,1125,83,Yes,97
2015,5,2,3,4,NA,195,NA,NA,0,100,3,1125,81,Yes,97
2014,2,1,1,1,NA,699,NA,NA,400,78,2,1124,37,Yes,99
2016,5,2,3,3,NA,349,NA,NA,0,100,3,1125,65,Yes,88
2016,4,1,2,2,NA,269,NA,NA,0,100,3,1125,88,Yes,88
2016,7,2,3,4,NA,319,NA,NA,0,100,3,1125,81,Yes,88
2015,3,1,1,2,NA,147,NA,NA,150,45,2,500,17,No,100
2016,5,2,2,3,NA,299,NA,NA,0,100,3,1125,77,Yes,88
2015,3,1,1,1,NA,150,NA,NA,0,70,1,1125,19,No,NA
2016,6,2,2,3,NA,199,NA,NA,0,50,2,1125,52,Yes,100
2017,2,1,0,1,NA,100,NA,NA,NA,NA,2,15,0,No,NA
2014,3,1,1,1,NA,160,NA,NA,0,35,2,29,0,No,NA
2017,2,1,1,1,NA,90,NA,NA,200,25,1,1125,27,No,100
2015,5,1,2,2,NA,99,NA,NA,100,150,1,1121,47,Yes,100
2017,1,1,1,1,NA,55,NA,NA,0,0,2,1125,3,No,90
2014,4,1,1,1,NA,125,NA,NA,150,50,1,1125,42,No,100
2015,2,1,1,1,NA,57,NA,NA,0,25,5,180,0,No,93
2016,2,1,0,1,NA,80,NA,NA,NA,NA,10,13,0,No,NA
2016,2,1,1,1,NA,95,NA,NA,NA,20,1,7,26,No,93
2015,2,1,1,1,NA,128,NA,NA,100,NA,2,5,1,No,67
2017,2,1,1,1,NA,90,NA,NA,0,15,1,4,45,No,NA
2015,2,3.5,1,1,NA,40,NA,NA,0,15,1,1125,77,Yes,97
2015,4,3.5,1,2,NA,50,NA,NA,0,15,1,1125,63,Yes,97
2015,4,3.5,0,2,NA,40,NA,NA,0,15,1,1125,77,Yes,97
2015,4,3.5,1,2,NA,40,NA,NA,0,15,1,1124,73,Yes,97
2015,2,1,1,1,NA,36,NA,NA,0,15,2,7,89,No,100
2016,6,1,3,3,NA,275,NA,NA,0,75,1,1125,27,No,100
2017,1,3,1,1,NA,36,NA,NA,300,40,30,999,90,Yes,99
2015,2,1,1,1,NA,55,NA,NA,NA,20,2,1125,66,No,100
2017,2,1,1,1,NA,52,NA,NA,NA,30,2,1125,23,Yes,100
2017,2,1,1,1,NA,75,NA,NA,100,5,1,21,0,No,100
2015,2,1,1,1,NA,125,NA,NA,100,50,3,1125,0,No,NA
2017,1,1,0,1,NA,65,NA,NA,NA,10,1,1125,0,No,NA
2015,2,1,1,1,NA,80,NA,NA,NA,20,1,1125,0,No,NA
2017,5,2,0,1,NA,200,NA,NA,NA,NA,2,1125,0,No,NA
2015,5,1,2,3,NA,75,NA,NA,300,75,2,31,75,No,100
2017,5,1.5,2,2,NA,110,NA,NA,100,55,1,1125,3,No,90
2017,2,1,1,2,NA,44,NA,NA,0,0,1,7,0,Yes,100
2014,1,1,1,1,NA,80,NA,NA,0,75,16,21,62,No,100
2014,2,1,0,1,NA,260,NA,NA,NA,75,3,1125,3,No,100
2017,1,1.5,1,1,NA,40,NA,NA,NA,30,1,1125,43,Yes,98
2015,5,2,2,2,NA,177,NA,NA,0,100,3,1125,89,Yes,97
2014,2,1,0,1,NA,110,NA,NA,200,54,1,1125,73,Yes,100
2016,4,2,2,2,NA,140,NA,NA,250,100,3,13,0,No,NA
2016,2,1,1,1,NA,99,NA,NA,0,70,3,1125,55,Yes,100
2017,2,1,1,1,NA,65,NA,NA,NA,30,2,1125,22,Yes,100
2015,8,1,2,3,NA,219,NA,NA,0,95,2,1124,67,Yes,100
2015,8,1,2,4,NA,225,NA,NA,0,95,2,1124,53,Yes,100
2017,2,1,1,1,NA,50,NA,NA,0,0,1,6,69,No,100
2016,4,1,2,2,NA,120,NA,NA,NA,NA,1,1125,0,No,100
2015,2,1,1,1,NA,49,NA,NA,0,25,5,1125,3,No,93
2017,3,1,0,1,NA,200,NA,NA,0,75,2,1125,0,No,NA
2016,2,1,1,1,NA,75,NA,NA,NA,NA,1,7,0,No,NA
2016,2,1,0,1,NA,149,NA,NA,100,60,1,1125,58,Yes,100
2016,2,1,1,1,NA,80,NA,NA,NA,NA,1,1125,0,No,NA
2016,4,1,1,2,NA,159,NA,NA,100,80,1,1125,74,Yes,100
2017,6,2,3,3,NA,225,NA,NA,200,50,2,1125,6,No,100
2011,4,1,1,2,NA,95,NA,NA,0,35,1,1125,25,Yes,99
2017,4,1,0,2,NA,140,NA,NA,250,75,1,1125,0,No,80
2014,2,1,1,1,NA,699,NA,NA,400,80,2,1124,71,Yes,99
2014,4,1,2,2,NA,699,NA,NA,400,108,2,1124,83,Yes,99
2017,2,1,0,1,NA,280,NA,NA,NA,NA,1,10,0,No,NA
2016,2,1.5,1,1,NA,110,NA,NA,NA,0,2,1125,41,No,88
2015,2,3.5,1,1,NA,40,NA,NA,0,15,1,1125,75,Yes,97
2014,2,1,1,1,NA,85,NA,NA,0,75,1,1125,70,Yes,99
2014,2,1,1,1,NA,88,NA,NA,0,20,2,1125,1,No,100
2012,4,1,2,2,NA,280,NA,NA,NA,NA,2,1125,0,No,NA
2012,1,1.5,1,1,NA,100,NA,NA,0,50,125,1125,90,Yes,100
2014,2,1,1,1,NA,299,NA,NA,1000,75,2,3,0,Yes,87
2011,2,1,1,1,NA,70,NA,NA,0,20,2,60,1,No,100
2015,4,1,1,2,NA,154,NA,NA,150,35,1,10,12,Yes,100
2011,2,1,1,1,NA,0,NA,NA,150,15,31,365,39,Yes,94
2015,1,1,1,1,NA,60,NA,NA,100,20,1,1125,64,Yes,100
2014,2,1,1,1,NA,79,NA,NA,250,70,1,1125,0,Yes,100
2014,2,1,0,1,NA,99,NA,NA,100,45,1,1124,40,Yes,99
2012,1,1,1,1,NA,40,NA,NA,100,10,1,4,0,No,NA
2014,4,2,2,2,NA,699,NA,NA,400,108,2,1124,80,Yes,99
2015,5,2,2,3,NA,198,NA,NA,0,100,3,1125,47,Yes,97
2014,4,2,2,2,NA,699,NA,NA,400,109,2,1124,73,Yes,99
2016,5,2,2,1,NA,395,NA,NA,0,100,3,1125,6,Yes,88
2014,4,1,2,2,NA,159,NA,NA,400,108,2,1124,80,Yes,99
2015,2,1,1,1,NA,65,NA,NA,250,50,1,1125,39,No,100
2014,2,1,1,1,NA,699,NA,NA,400,78,2,1125,84,Yes,99
2015,2,1,1,3,NA,110,NA,NA,150,35,1,10,14,Yes,100
2016,4,1,2,2,NA,99,NA,NA,0,100,3,1125,49,Yes,100
2016,4,1,2,2,NA,99,NA,NA,0,100,3,1125,30,Yes,100
2016,4,1,2,2,NA,99,NA,NA,0,100,3,1125,42,Yes,100
2015,12,2,3,7,NA,995,NA,NA,300,250,1,365,42,No,100
2014,16,2,5,9,NA,500,NA,NA,350,135,2,1125,69,Yes,98
2015,7,2,3,5,NA,475,NA,NA,300,120,1,10,14,Yes,100
2011,2,1,1,1,NA,58,NA,NA,0,10,1,14,85,No,100
2017,4,1,1,3,NA,96,NA,NA,NA,NA,3,15,3,No,100
2016,3,1,2,2,NA,125,NA,NA,0,0,3,1125,36,No,100
2017,1,3,1,1,NA,35,NA,NA,300,40,30,999,90,Yes,99
2015,1,1,1,1,NA,60,NA,NA,0,0,3,1111,60,No,100
2015,4,1,1,2,NA,150,NA,NA,200,100,30,1125,49,Yes,95
2013,2,1,1,1,NA,100,NA,NA,NA,NA,1,1125,16,No,67
2016,3,1,0,2,NA,110,NA,NA,NA,40,1,1125,36,Yes,74
2017,8,1,3,4,NA,257,NA,NA,500,100,1,1125,64,No,100
2015,1,1,0,1,NA,90,NA,NA,NA,NA,1,1125,0,No,NA
2012,6,1.5,2,3,NA,199,NA,NA,750,125,1,90,45,Yes,100
2017,10,1,4,6,NA,257,NA,NA,500,100,1,1125,51,No,100
2017,7,1,3,5,NA,257,NA,NA,500,100,1,1125,65,No,100
2016,2,1,1,1,NA,150,NA,NA,0,15,1,5,0,No,100
2016,1,1,1,1,NA,62,NA,NA,NA,15,2,90,14,No,100
2014,5,1,2,3,NA,132,NA,NA,200,65,1,1124,62,Yes,99
2016,2,1,1,2,NA,75,NA,NA,0,26,1,1125,48,Yes,100
2016,2,1,0,1,NA,160,NA,NA,0,35,1,1125,75,Yes,100
2016,8,2,3,3,NA,169,NA,NA,0,120,3,1125,52,Yes,100
2016,8,2,3,3,NA,169,NA,NA,0,120,3,1125,60,Yes,100
2016,8,2,3,3,NA,169,NA,NA,0,120,3,1125,59,Yes,100
2016,4,1,2,2,NA,99,NA,NA,0,100,3,1125,42,Yes,100
2016,4,1,2,2,NA,109,NA,NA,0,100,3,1125,32,Yes,100
2016,4,1,2,2,NA,109,NA,NA,0,100,3,1125,43,Yes,100
2015,4,1,1,2,NA,229,NA,NA,200,70,2,1124,2,Yes,100
2013,1,1,1,1,NA,50,NA,NA,NA,NA,7,1125,0,No,0
2017,2,1,1,2,NA,75,NA,NA,0,20,1,365,0,No,100
2013,4,1,1,1,NA,60,NA,NA,NA,15,1,1125,74,No,100
2013,3,1,1,1,NA,60,NA,NA,NA,15,1,1125,86,No,100
2014,2,1,1,1,NA,74,NA,NA,NA,5,2,360,54,Yes,97
2014,4,1,2,2,NA,299,NA,NA,400,109,2,1124,80,Yes,99
2015,2,1,0,1,NA,159,NA,NA,0,100,3,1125,90,Yes,97
2015,4,1,1,2,NA,300,NA,NA,0,120,1,1125,20,Yes,92
2017,4,1,2,2,NA,77,NA,NA,0,20,1,6,8,No,100
2017,5,2,1,3,NA,67,NA,NA,100,37,1,30,69,Yes,100
2017,2,1,1,1,NA,55,NA,NA,0,25,2,100,77,No,100
2011,2,1,0,1,NA,110,NA,NA,0,35,3,1125,29,No,100
2016,5,2,2,1,NA,199,NA,NA,0,100,3,1125,30,Yes,88
2015,4,3.5,1,2,NA,35,NA,NA,0,15,1,1125,57,Yes,97
2014,2,1,0,1,NA,150,NA,NA,NA,30,3,8,0,No,NA
2014,6,1,2,3,NA,120,NA,NA,250,65,1,1124,67,Yes,99
2015,6,1,2,4,NA,125,NA,NA,300,100,2,1125,51,Yes,100
2016,3,1,0,2,NA,150,NA,NA,500,0,5,20,2,No,100
2013,2,1,1,1,NA,80,NA,NA,100,15,3,1120,9,No,100
2016,2,1,2,2,NA,126,NA,NA,700,100,2,1125,88,No,100
2016,2,1,0,1,NA,175,NA,NA,NA,NA,3,1125,20,No,100
2016,1,0,1,1,NA,75,NA,NA,NA,NA,1,7,90,No,0
2017,4,1,1,1,NA,200,NA,NA,0,95,2,1125,45,No,100
2017,2,1,1,1,NA,175,NA,NA,NA,NA,2,1125,0,No,NA
2016,6,2,2,4,NA,388,NA,NA,500,80,2,1125,8,No,91
2015,1,1,1,1,NA,68,NA,NA,0,27,3,1123,61,No,100
2015,2,2,1,1,NA,89,NA,NA,200,20,1,1125,3,Yes,100
2015,2,2,1,1,NA,90,NA,NA,200,25,1,1125,3,Yes,100
2017,2,1,1,1,NA,69,NA,NA,250,30,1,1125,74,Yes,100
2017,6,1,2,2,NA,200,NA,NA,300,99,2,1125,22,No,100
2012,2,1,1,1,NA,89,NA,NA,NA,NA,7,31,78,Yes,90
2015,6,2.5,3,4,NA,240,NA,NA,0,60,2,1125,1,No,100
2015,2,1,1,1,NA,40,NA,NA,NA,NA,1,31,0,No,NA
2016,4,1,1,2,NA,100,NA,NA,NA,70,2,366,23,Yes,96
2016,4,1,1,2,NA,100,NA,NA,NA,70,2,366,21,Yes,96
2016,4,1,1,2,NA,120,NA,NA,NA,70,2,366,26,Yes,96
2014,16,3,5,10,NA,399,NA,NA,0,199,1,1125,72,Yes,100
2015,2,2,1,2,NA,69,NA,NA,150,39,1,1125,3,Yes,100
2015,2,1,1,1,NA,69,NA,NA,100,39,1,1125,33,Yes,100
2015,2,2,1,1,NA,69,NA,NA,150,39,1,1125,0,Yes,100
2015,2,2,1,2,NA,69,NA,NA,150,39,1,1125,32,Yes,100
2015,5,2,2,1,NA,170,NA,NA,0,100,3,1125,0,Yes,97
2016,5,2,2,1,NA,398,NA,NA,0,100,3,1125,0,Yes,88
2017,3,1,2,2,NA,73,NA,NA,0,40,1,2,0,No,NA
2016,2,1,1,1,NA,74,NA,NA,0,0,1,8,0,No,100
2017,1,1,0,2,NA,75,NA,NA,100,30,3,1125,0,No,NA
2017,9,1.5,3,5,NA,120,NA,NA,500,120,1,365,37,Yes,100
2017,5,1,2,3,NA,159,NA,NA,NA,42,1,1125,0,No,100
2017,15,2.5,4,9,NA,150,NA,NA,500,140,1,1125,32,Yes,100
2017,16,4,7,13,NA,300,NA,NA,500,240,1,1125,25,Yes,100
2017,3,1.5,1,1,NA,51,NA,NA,150,35,1,1125,67,Yes,95
2015,2,2,1,1,NA,69,NA,NA,150,39,1,1125,20,Yes,100
2017,6,1,3,3,NA,399,NA,NA,300,100,1,14,43,Yes,98
2017,2,1,1,1,NA,60,NA,NA,0,0,1,1125,80,Yes,94
2017,2,1,1,1,NA,60,NA,NA,NA,NA,1,1125,78,Yes,94
2017,4,1,1,2,NA,97,NA,NA,200,75,1,21,8,No,100
2015,2,1,1,1,NA,99,NA,NA,200,50,2,1125,1,No,100
2014,1,1,1,1,NA,65,NA,NA,NA,NA,2,1125,59,Yes,97
2017,2,1,1,1,NA,99,NA,NA,100,100,1,10,40,No,100
2017,3,1,1,1,NA,125,NA,NA,0,0,1,7,80,No,100
2013,2,1,1,1,NA,114,NA,NA,250,80,1,1125,44,No,100
2016,2,1,0,1,NA,109,NA,NA,100,50,2,1125,10,Yes,90
2015,2,1,1,1,NA,140,NA,NA,500,99,1,1125,15,No,93
2011,3,1,1,2,NA,50,NA,NA,100,35,3,1125,61,No,100
2017,4,2,2,2,NA,200,NA,NA,250,75,3,20,0,No,NA
2017,14,3,4,9,NA,199,NA,NA,500,140,1,1125,36,Yes,100
2014,2,1,1,1,NA,185,NA,NA,300,60,1,1125,21,Yes,91
2017,7,1,2,3,NA,247,NA,NA,300,125,1,1124,69,Yes,100
2014,1,1,1,1,NA,80,NA,NA,NA,NA,1,1125,19,Yes,97
2014,2,1,1,1,NA,129,NA,NA,400,78,2,1124,65,Yes,99
2016,4,1,1,2,NA,225,NA,NA,300,50,1,1125,26,No,100
2014,2,1,1,1,NA,200,NA,NA,250,60,1,1125,28,Yes,91
2016,6,2,3,3,NA,300,NA,NA,200,150,2,30,53,No,100
2013,6,1,2,3,NA,189,NA,NA,0,95,2,1124,48,Yes,100
2017,2,1,1,1,NA,69,NA,NA,250,30,1,1125,69,Yes,100
